Group,Tag,count,mean,median,std,min,25%,50%,75%,max
ARTS,SignpostingAcademicWritingMoves,20,0.5095112456027924,0.49196853348027336,0.21543114654463244,0.138217000691085,0.34690993190286523,0.49529470034670625,0.6212037548315847,0.9745762711864407
"DECI, ECON, PSYC, SOCI",SignpostingAcademicWritingMoves,80,1.1021987601585335,1.0392787631210432,0.5785870650241738,0.20600353148911124,0.7894253717642739,1.0407632263660018,1.3174404015056462,4.053303720155469
